34.0543692|-118.4825025
34.0832608|-118.4401716
34.0426148|-118.4851965
34.0444832|-118.4905975
34.0720971|-118.3826964
34.0523928|-118.3986067
34.0611533|-118.4182822
34.0515678|-118.4001479
34.0425163|-118.4181209
34.0500523|-118.4938901
34.0502705|-118.3931833
34.0714479|-118.4959012
34.0668392|-118.4476837
34.0890314|-118.4259344
34.0809964|-118.4407721
34.0543564|-118.4180891
34.0443593|-118.4955823
34.0534544|-118.4109722
34.0550496|-118.4122149
34.0664090|-118.4253120
34.0779628|-118.4005801
34.0554818|-118.4129126
34.0440000|-118.3919752
34.0773793|-118.4661920
34.0851215|-118.3958494
34.0821827|-118.4409290
34.0667868|-118.4572465
34.0732012|-118.4491058
34.0510399|-118.4887550
34.0860814|-118.4087736
34.0603271|-118.4136056
34.0654090|-118.4292120
34.0817209|-118.4597545
34.0484393|-118.3985863
34.0705876|-118.4616333
34.0377702|-118.4911918
34.0539883|-118.4090182
34.0549878|-118.4828115
34.0561481|-118.4133031
34.0409583|-118.4949203
34.0777308|-118.4684263
34.0423693|-118.4059177
34.0559264|-118.4108565
34.0370890|-118.4920187
34.0464327|-118.4896608
34.0817524|-118.4622706
34.0394979|-118.4037506
34.0550677|-118.4629071
34.0466006|-118.3913638
34.0614976|-118.4528550
34.0808255|-118.4580258
34.0723678|-118.3837784
34.0872822|-118.3829132
34.0577341|-118.4173083
34.0806910|-118.4757363
34.0692683|-118.3816314
34.0738294|-118.4783528
34.0692585|-118.3867342
34.0434100|-118.4023110
34.0505155|-118.4650003
34.0679792|-118.4967635
34.0670678|-118.4026397
34.0587665|-118.4815362
34.0936316|-118.4036062
34.0441979|-118.4797188
34.0848275|-118.4797309
34.0442210|-118.4550072
34.0492945|-118.4336089
34.0827195|-118.4873231
34.0894076|-118.4418358
34.0398696|-118.4885660
34.0743809|-118.4314744
34.0622222|-118.3886850
34.0377365|-118.4176958
34.0544701|-118.4006983
34.0403126|-118.4170257
34.0596766|-118.4250272
34.0391173|-118.4506114
